country,city,university,program,level,duration_years,tuition_usd,living_cost_index,rent_usd,visa_fee_usd,insurance_usd,exchange_rate,total_cost,rank,cost_of_living_index,rent_index,cost_of_living_plus_rent_index,groceries_index,restaurant_price_index,local_purchasing_power_index,no_of_indian_students,percentage,rank_2025,academic_reputation_score,academic_reputation_rank,employer_reputation_score,employer_reputation_rank,faculty_student_score,faculty_student_rank,citations_per_faculty_score,citations_per_faculty_rank,international_faculty_score,international_faculty_rank,international_students_score,international_students_rank,international_research_network_score,international_research_network_rank,employment_outcomes_score,employment_outcomes_rank,sustainability_score,sustainability_rank,overall_score
Canada,Winnipeg,University of Manitoba,Computer Science,Master,2.0,22300,59.8,1100,235,600,1.35,47635.0,12.0,64.8,33.2,49.6,71.2,61.7,103.7,50000.0,11.1907644858851,661-670,13.6,601+,15.9,536,29.6,526,12.0,694,,,43.2,334,73.1,439,32.8,390,16.3,570=,
Canada,Saskatoon,University of Saskatchewan,Computer Science,Bachelor,4.0,32400,58.2,950,235,600,1.35,134235.0,12.0,64.8,33.2,49.6,71.2,61.7,103.7,50000.0,11.1907644858851,340,11.1,601+,5.3,601+,18.2,701+,57.0,219,77.3,251,49.5,298,82.3,287,32.1,394,90.7,89=,33.2
Canada,Saskatoon,University of Saskatchewan,Computer Science,Master,2.0,21700,58.2,950,235,600,1.35,46135.0,12.0,64.8,33.2,49.6,71.2,61.7,103.7,50000.0,11.1907644858851,340,11.1,601+,5.3,601+,18.2,701+,57.0,219,77.3,251,49.5,298,82.3,287,32.1,394,90.7,89=,33.2
Canada,Regina,University of Regina,Computer Science,Bachelor,4.0,31200,57.5,900,235,600,1.35,129235.0,12.0,64.8,33.2,49.6,71.2,61.7,103.7,50000.0,11.1907644858851,951-1000,3.3,601+,2.5,601+,3.9,701+,21.0,544,7.3,701+,38.3,365,39.1,701+,4.1,701+,44.6,343=,
Canada,Regina,University of Regina,Computer Science,Master,2.0,21100,57.5,900,235,600,1.35,44835.0,12.0,64.8,33.2,49.6,71.2,61.7,103.7,50000.0,11.1907644858851,951-1000,3.3,601+,2.5,601+,3.9,701+,21.0,544,7.3,701+,38.3,365,39.1,701+,4.1,701+,44.6,343=,
Canada,Windsor,University of Windsor,Computer Science,Bachelor,4.0,30000,58.9,950,235,600,1.35,124635.0,12.0,64.8,33.2,49.6,71.2,61.7,103.7,50000.0,11.1907644858851,547,3.9,601+,3.9,601+,2.2,701+,36.2,378,88.7,199,83.8,159,51.1,701+,25.8,458,38.5,381=,22.6
Canada,Windsor,University of Windsor,Computer Science,Master,2.0,20500,58.9,950,235,600,1.35,43735.0,12.0,64.8,33.2,49.6,71.2,61.7,103.7,50000.0,11.1907644858851,547,3.9,601+,3.9,601+,2.2,701+,36.2,378,88.7,199,83.8,159,51.1,701+,25.8,458,38.5,381=,22.6
Canada,Moncton,University of New Brunswick,Computer Science,Bachelor,4.0,29400,57.2,900,235,600,1.35,122035.0,12.0,64.8,33.2,49.6,71.2,61.7,103.7,50000.0,11.1907644858851,681-690,4.9,601+,8.3,601+,19.9,677,27.5,470,61.0,320,34.1,397,48.7,701+,17.3,613,29.0,453=,
Canada,Moncton,University of New Brunswick,Computer Science,Master,2.0,20200,57.2,900,235,600,1.35,43035.0,12.0,64.8,33.2,49.6,71.2,61.7,103.7,50000.0,11.1907644858851,681-690,4.9,601+,8.3,601+,19.9,677,27.5,470,61.0,320,34.1,397,48.7,701+,17.3,613,29.0,453=,
Canada,Toronto,University of Toronto,Business Analytics,Master,2.0,45000,73.8,1700,235,750,1.35,94385.0,12.0,64.8,33.2,49.6,71.2,61.7,103.7,50000.0,11.1907644858851,25,99.7,11,96.9,27,44.9,344,50.8,257,96.9,132,96.1,90,97.7,29,98.7,19,100.0,1,84.1
Canada,Vancouver,University of British Columbia,Environmental Science,Master,2.0,42000,71.2,1600,235,750,1.35,88185.0,12.0,64.8,33.2,49.6,71.2,61.7,103.7,50000.0,11.1907644858851,38,98.3,23,94.3,36,34.5,459,57.7,214,95.5,142,72.8,200,96.2,53,74.6,141,99.8,4,81
Canada,Montreal,McGill University,Computer Science,PhD,4.0,38000,68.9,1400,235,750,1.35,158585.0,12.0,64.8,33.2,49.6,71.2,61.7,103.7,50000.0,11.1907644858851,29,94.3,34,87.6,56,62.3,224,57.9,212,83.7,225,89.6,124,94.2,94,98.3,24,99.1,13,83
Canada,Ottawa,University of Ottawa,Artificial Intelligence,Master,2.0,40000,67.8,1300,235,750,1.35,83585.0,12.0,64.8,33.2,49.6,71.2,61.7,103.7,50000.0,11.1907644858851,189,26.2,340,23.3,406,3.5,701+,81.3,106,91.7,179,77.8,181,93.0,119,39.8,323,92.9,72,47.3
Canada,Calgary,University of Calgary,Mathematics,Bachelor,4.0,35000,65.4,1200,235,750,1.35,145785.0,12.0,64.8,33.2,49.6,71.2,61.7,103.7,50000.0,11.1907644858851,198,37.9,227,44.5,207,18.1,701+,40.3,350,77.7,246,66.2,225,85.2,243,53.3,236,93.3,68=,46.3
Canada,Edmonton,University of Alberta,Data Science,Master,2.0,37000,64.3,1100,235,750,1.35,77185.0,12.0,64.8,33.2,49.6,71.2,61.7,103.7,50000.0,11.1907644858851,96,57.0,136,42.2,222,39.1,400,61.3,194,98.3,116,71.0,207,96.0,55,70.0,159,97.6,28,61.2
Canada,Halifax,Dalhousie University,Engineering,Master,2.0,36000,63.4,1000,235,750,1.35,74985.0,12.0,64.8,33.2,49.6,71.2,61.7,103.7,50000.0,11.1907644858851,275,19.4,463,16.7,513,12.9,701+,53.5,239,99.9,86,74.6,189,77.4,369,30.1,416,87.9,109,38.2
Canada,Winnipeg,University of Manitoba,Data Science,Master,2.0,33000,61.2,900,235,750,1.35,68785.0,12.0,64.8,33.2,49.6,71.2,61.7,103.7,50000.0,11.1907644858851,661-670,13.6,601+,15.9,536,29.6,526,12.0,694,,,43.2,334,73.1,439,32.8,390,16.3,570=,
China,Beijing,Tsinghua University,Computer Engineering,Master,2.5,8900,52.3,800,140,400,7.18,24790.0,85.0,31.7,12.3,22.4,36.8,20.6,73.3,16694.0,3.73637244654731,20,99.2,16,97.7,22,95.0,62,99.1,26,18.1,623,13.4,654,79.2,337,92.3,68,40.4,363=,86.5
China,Beijing,Tsinghua University,Computer Science,Master,3.0,8900,51.2,800,140,400,7.15,29640.0,85.0,31.7,12.3,22.4,36.8,20.6,73.3,16694.0,3.73637244654731,20,99.2,16,97.7,22,95.0,62,99.1,26,18.1,623,13.4,654,79.2,337,92.3,68,40.4,363=,86.5
China,Beijing,Peking University,Data Science,Master,3.0,8500,51.2,750,140,400,7.15,28290.0,85.0,31.7,12.3,22.4,36.8,20.6,73.3,16694.0,3.73637244654731,14,99.5,13,96.6,28,92.6,75,97.7,40,50.3,365,23.6,497,79.8,329,94.2,56,46.9,330=,88.5
China,Shanghai,Fudan University,Software Engineering,Master,2.5,7800,48.9,700,140,400,7.15,21790.0,85.0,31.7,12.3,22.4,36.8,20.6,73.3,16694.0,3.73637244654731,39,85.7,54,87.8,55,79.7,140,80.7,107,88.4,201,35.1,390,67.2,519,64.4,183,82.7,142,80.3
China,Shanghai,Shanghai Jiao Tong University,Artificial Intelligence,Master,2.5,8200,48.9,720,140,400,7.15,22840.0,85.0,31.7,12.3,22.4,36.8,20.6,73.3,16694.0,3.73637244654731,45,84.0,57,86.3,62,58.6,251,99.6,17,23.1,558,19.6,553,73.7,424,73.5,144,80.3,154,77.8
China,Hangzhou,Zhejiang University,Computer Engineering,Master,3.0,7500,45.3,550,140,400,7.15,24690.0,85.0,31.7,12.3,22.4,36.8,20.6,73.3,16694.0,3.73637244654731,47,75.3,79,95.4,32,54.7,277,99.5,19,95.0,149,15.9,608,91.8,138,55.5,224,30.7,440=,77.1
China,Nanjing,Nanjing University,Information Technology,Master,3.0,7200,44.1,500,140,400,7.15,23640.0,85.0,31.7,12.3,22.4,36.8,20.6,73.3,16694.0,3.73637244654731,145,57.1,135,32.5,290,35.6,443,93.0,63,61.9,317,7.6,701+,67.1,520,29.0,430,16.5,567=,53
China,Guangzhou,Sun Yat-sen University,Computer Science,Master,3.0,6900,43.8,480,140,400,7.15,22680.0,85.0,31.7,12.3,22.4,36.8,20.6,73.3,16694.0,3.73637244654731,331,31.8,278,28.8,329,46.4,329,49.5,269,2.2,701+,3.6,701+,77.4,370,21.4,536,15.9,581=,33.7
China,Wuhan,Wuhan University,Software Engineering,Master,3.0,6500,41.2,450,140,400,7.15,21390.0,85.0,31.7,12.3,22.4,36.8,20.6,73.3,16694.0,3.73637244654731,194,39.2,218,40.5,233,14.0,701+,91.9,69,39.2,423,4.9,701+,78.2,356,46.5,275,22.2,513=,46.7
China,Chengdu,Sichuan University,Computer Engineering,Master,3.0,6100,39.8,400,140,400,7.15,20040.0,85.0,31.7,12.3,22.4,36.8,20.6,73.3,16694.0,3.73637244654731,336,20.4,433,12.3,601+,10.3,701+,98.5,32,7.1,701+,4.9,701+,71.3,463,12.9,701+,11.0,644=,33.3
Colombia,Medellin,Universidad de Antioquia,Computer Science,PhD,4.0,4000,38.5,350,80,300,3950.0,17780.0,102.0,28.8,8.6,19.1,30.3,20.5,33.7,,,791-800,29.1,303,20.8,440,4.1,701+,4.3,701+,3.7,701+,1.2,701+,48.1,701+,20.4,556,2.9,701+,
Colombia,Cali,Universidad del Valle,Information Technology,Bachelor,4.0,3200,36.8,300,80,300,3950.0,14380.0,102.0,28.8,8.6,19.1,30.3,20.5,33.7,,,1001-1200,18.1,500,8.2,601+,7.7,701+,1.9,701+,2.1,701+,1.3,701+,20.5,701+,21.4,535,1.7,701+,
Colombia,Cartagena,Universidad de Cartagena,Information Systems,Master,2.0,3300,35.2,290,80,300,3950.0,7560.0,102.0,28.8,8.6,19.1,30.3,20.5,33.7,,,1401+,4.8,601+,2.7,601+,4.0,701+,3.2,701+,2.2,701+,1.1,701+,11.0,701+,2.1,701+,1.2,701+,
Croatia,Zagreb,University of Zagreb,Software Engineering,PhD,4.0,4000,58.9,450,80,400,7.35,18280.0,47.0,45.5,13.8,30.3,43.5,42.2,75.0,,,651-660,16.3,547,7.3,601+,23.8,612,4.1,701+,1.7,701+,3.3,701+,91.6,148,96.9,36,27.9,462=,
Croatia,Split,University of Split,Data Engineering,Master,2.0,3800,56.4,400,80,400,7.35,8880.0,47.0,45.5,13.8,30.3,43.5,42.2,75.0,,,1201-1400,6.3,601+,4.0,601+,5.0,701+,4.2,701+,1.4,701+,2.0,701+,47.5,701+,12.3,701+,4.5,701+,
Croatia,Rijeka,University of Rijeka,Information Systems,Master,2.0,3500,54.8,380,80,400,7.35,8240.0,47.0,45.5,13.8,30.3,43.5,42.2,75.0,,,1201-1400,6.1,601+,4.3,601+,13.8,701+,4.3,701+,2.5,701+,1.8,701+,45.8,701+,12.0,701+,2.9,701+,
Cyprus,Famagusta,Eastern Mediterranean University,Software Engineering,Master,2.0,7800,59.8,480,100,500,0.92,17160.0,28.0,54.7,24.8,40.4,49.6,53.2,71.4,1962.0,0.439125598426131,611-620,5.6,601+,2.1,601+,3.5,701+,26.5,480,90.1,190,100.0,9,55.2,693,24.1,469,1.8,701+,
Czech Republic,Prague,Charles University,Medicine,Bachelor,3.0,9800,54.6,650,100,400,22.5,31850.0,44.0,46.6,18.8,33.3,44.4,34.1,84.0,350.0,0.0783353514011956,246,45.6,182,49.1,183,32.2,491,8.0,701+,25.0,535,50.5,291,96.3,51,65.5,178,77.4,173=,41
Denmark,Copenhagen,University of Copenhagen,Bioinformatics,Master,2.0,0,73.4,1300,120,450,6.92,3170.0,7.0,72.3,26.4,50.2,64.8,81.3,127.2,274.0,0.0613253893826502,100,74.0,83,31.6,299,99.8,27,23.1,519,84.9,221,15.6,613,98.2,22,90.8,72,73.2,198=,59.6
Denmark,Aalborg,Aalborg University,Computer Science,Bachelor,3.0,0,69.8,900,120,450,6.92,3270.0,7.0,72.3,26.4,50.2,64.8,81.3,127.2,274.0,0.0613253893826502,306,19.9,450,20.8,439,25.5,580,53.2,241,77.3,250,14.9,627,92.1,134,23.3,486,75.6,183,35.7
Denmark,Copenhagen,University of Copenhagen,Computer Science,Master,2.0,8800,83.2,1500,110,600,0.15,21310.0,7.0,72.3,26.4,50.2,64.8,81.3,127.2,274.0,0.0613253893826502,100,74.0,83,31.6,299,99.8,27,23.1,519,84.9,221,15.6,613,98.2,22,90.8,72,73.2,198=,59.6
Denmark,Aarhus,Aarhus University,Data Science,Master,2.0,8600,77.4,1200,110,600,0.15,20310.0,7.0,72.3,26.4,50.2,64.8,81.3,127.2,274.0,0.0613253893826502,144,54.7,144,27.6,349,30.8,509,63.8,177,89.8,192,11.9,682,96.1,54,69.5,162,76.4,176=,53.3
Denmark,Aalborg,Aalborg University,Software Engineering,Master,2.0,8400,75.1,1000,110,600,0.15,19510.0,7.0,72.3,26.4,50.2,64.8,81.3,127.2,274.0,0.0613253893826502,306,19.9,450,20.8,439,25.5,580,53.2,241,77.3,250,14.9,627,92.1,134,23.3,486,75.6,183,35.7
Denmark,Copenhagen,University of Copenhagen,Physics,PhD,4.0,0,82.1,1500,450,800,7.45,7250.0,7.0,72.3,26.4,50.2,64.8,81.3,127.2,274.0,0.0613253893826502,100,74.0,83,31.6,299,99.8,27,23.1,519,84.9,221,15.6,613,98.2,22,90.8,72,73.2,198=,59.6
Denmark,Aarhus,Aarhus University,Data Analytics,Master,2.0,0,76.5,1200,450,800,7.45,3650.0,7.0,72.3,26.4,50.2,64.8,81.3,127.2,274.0,0.0613253893826502,144,54.7,144,27.6,349,30.8,509,63.8,177,89.8,192,11.9,682,96.1,54,69.5,162,76.4,176=,53.3
Denmark,Aalborg,Aalborg University,Energy Engineering,Bachelor,3.0,0,71.5,1000,450,800,7.45,4250.0,7.0,72.3,26.4,50.2,64.8,81.3,127.2,274.0,0.0613253893826502,306,19.9,450,20.8,439,25.5,580,53.2,241,77.3,250,14.9,627,92.1,134,23.3,486,75.6,183,35.7
Denmark,Lyngby,Technical University of Denmark,Quantum Engineering,Master,2.0,0,81.2,1400,450,800,7.45,4050.0,7.0,72.3,26.4,50.2,64.8,81.3,127.2,274.0,0.0613253893826502,109,33.2,265,22.1,421,99.1,34,84.4,98,100.0,55,87.7,135,88.1,194,43.6,293,47.9,328,58.3
Denmark,Slagelse,University of Copenhagen,Bioinformatics,Master,2.0,0,67.5,900,450,800,7.45,3050.0,7.0,72.3,26.4,50.2,64.8,81.3,127.2,274.0,0.0613253893826502,100,74.0,83,31.6,299,99.8,27,23.1,519,84.9,221,15.6,613,98.2,22,90.8,72,73.2,198=,59.6
Denmark,Herning,Aarhus University,Engineering Management,Master,2.0,0,66.2,800,450,800,7.45,2850.0,7.0,72.3,26.4,50.2,64.8,81.3,127.2,274.0,0.0613253893826502,144,54.7,144,27.6,349,30.8,509,63.8,177,89.8,192,11.9,682,96.1,54,69.5,162,76.4,176=,53.3
Ecuador,Cuenca,Universidad de Cuenca,Information Systems,Master,2.0,7200,42.5,320,100,300,1.0,15440.0,83.0,32.6,8.6,21.1,34.9,24.5,41.6,,,1401+,7.2,601+,2.2,601+,4.9,701+,2.0,701+,2.2,701+,1.4,701+,24.4,701+,7.8,701+,2.7,701+,
Egypt,Cairo,Cairo University,Computer Engineering,Bachelor,4.0,2500,31.8,250,100,200,30.9,11300.0,119.0,21.0,3.7,12.7,21.2,16.2,20.0,110.0,0.0246196818689471,350,45.8,179,41.0,229,8.8,701+,3.0,701+,2.9,701+,7.2,701+,86.4,223,95.5,50,47.2,329,32.5
Egypt,Mansoura,Mansoura University,Information Systems,Bachelor,4.0,2000,28.5,170,100,200,30.9,8980.0,119.0,21.0,3.7,12.7,21.2,16.2,20.0,110.0,0.0246196818689471,951-1000,14.1,601+,12.0,601+,3.3,701+,2.6,701+,6.7,701+,5.7,701+,74.7,413,4.4,701+,40.4,363=,
Finland,Helsinki,University of Helsinki,Computer Science,Bachelor,3.0,0,70.2,1100,120,400,0.92,3820.0,17.0,63.2,19.7,42.4,63.0,63.6,118.0,1000.0,0.223815289717702,117,62.3,110,29.1,324,59.4,246,49.6,267,73.4,272,5.7,701+,96.9,43,90.5,74,94.5,60,56.8
Finland,Helsinki,University of Helsinki,Data Science,Master,2.0,0,79.4,1200,350,650,0.92,3400.0,17.0,63.2,19.7,42.4,63.0,63.6,118.0,1000.0,0.223815289717702,117,62.3,110,29.1,324,59.4,246,49.6,267,73.4,272,5.7,701+,96.9,43,90.5,74,94.5,60,56.8
Finland,Espoo,Aalto University,Computer Engineering,Bachelor,3.0,0,77.8,1000,350,650,0.92,4000.0,17.0,63.2,19.7,42.4,63.0,63.6,118.0,1000.0,0.223815289717702,113,45.7,180,40.6,231,33.2,476,73.6,141,95.2,146,40.1,354,78.2,355,95.1,52,94.7,59,57.9
Finland,Tampere,Tampere University,Software Engineering,Master,2.0,0,72.1,900,350,650,0.92,2800.0,17.0,63.2,19.7,42.4,63.0,63.6,118.0,1000.0,0.223815289717702,462,21.7,407,15.4,548,20.4,662,33.1,400,44.5,398,5.9,701+,84.8,251,30.8,409,23.0,508,26
Finland,Turku,University of Turku,Bioinformatics,Master,2.0,0,71.8,850,350,650,0.92,2700.0,17.0,63.2,19.7,42.4,63.0,63.6,118.0,1000.0,0.223815289717702,375,27.8,317,12.1,601+,52.3,291,29.3,442,33.2,477,4.4,701+,86.3,229,39.9,321,52.5,302=,31.2
Finland,Oulu,University of Oulu,Computer Science,PhD,4.0,0,70.2,800,350,650,0.92,4200.0,17.0,63.2,19.7,42.4,63.0,63.6,118.0,1000.0,0.223815289717702,344,15.1,582,13.5,600,25.3,587,59.4,207,65.3,300,8.6,701+,89.4,175,21.7,528,68.6,226,32.9
Finland,Jyväskylä,University of Jyväskylä,Data Science,Master,2.0,0,68.7,750,350,650,0.92,2500.0,17.0,63.2,19.7,42.4,63.0,63.6,118.0,1000.0,0.223815289717702,489,16.2,548,11.4,601+,87.7,96,12.1,687,44.0,400,2.6,701+,81.2,303,10.4,701+,16.3,570=,24.5
Finland,Kuopio,University of Eastern Finland,Environmental Science,Bachelor,3.0,0,66.9,700,350,650,0.92,3100.0,17.0,63.2,19.7,42.4,63.0,63.6,118.0,1000.0,0.223815289717702,535,13.8,601+,7.6,601+,43.7,357,18.4,576,37.4,431,5.2,701+,86.4,224,4.2,701+,78.6,164=,22.9
Finland,Joensuu,University of Eastern Finland,Forestry Sciences,PhD,4.0,0,65.8,650,350,650,0.92,3600.0,17.0,63.2,19.7,42.4,63.0,63.6,118.0,1000.0,0.223815289717702,535,13.8,601+,7.6,601+,43.7,357,18.4,576,37.4,431,5.2,701+,86.4,224,4.2,701+,78.6,164=,22.9
France,Paris,Sorbonne University,International Relations,Master,2.0,4500,74.6,1400,99,650,0.92,12549.0,15.0,63.7,21.0,43.2,69.5,56.3,102.4,5000.0,1.11907644858851,63,87.2,49,52.0,166,43.0,363,72.3,144,33.8,471,46.7,315,99.8,4,79.7,125,87.6,111,70.3
France,Bordeaux,University of Bordeaux,Information Systems,Master,2.0,4200,67.8,850,99,650,0.92,10849.0,15.0,63.7,21.0,43.2,69.5,56.3,102.4,5000.0,1.11907644858851,535,31.3,284,5.5,601+,11.5,701+,17.6,588,27.1,517,23.3,500,92.9,120,16.7,620,20.1,530=,22.9
France,Lille,Université de Lille,Software Development,Bachelor,3.0,3800,65.5,750,99,650,0.92,14399.0,15.0,63.7,21.0,43.2,69.5,56.3,102.4,5000.0,1.11907644858851,721-730,23.5,374,5.5,601+,4.8,701+,14.7,643,14.6,670,15.8,610,93.3,110,4.5,701+,10.9,648=,
France,Paris,Sorbonne University,Data Analytics,Master,2.0,4500,84.3,1800,99,850,0.92,13549.0,15.0,63.7,21.0,43.2,69.5,56.3,102.4,5000.0,1.11907644858851,63,87.2,49,52.0,166,43.0,363,72.3,144,33.8,471,46.7,315,99.8,4,79.7,125,87.6,111,70.3
France,Bordeaux,University of Bordeaux,Data Analytics,Master,2.0,4300,72.1,1000,99,850,0.92,11549.0,15.0,63.7,21.0,43.2,69.5,56.3,102.4,5000.0,1.11907644858851,535,31.3,284,5.5,601+,11.5,701+,17.6,588,27.1,517,23.3,500,92.9,120,16.7,620,20.1,530=,22.9
France,Paris,Sorbonne University,Computer Science,Master,2.0,4500,84.3,1800,99,850,0.92,13549.0,15.0,63.7,21.0,43.2,69.5,56.3,102.4,5000.0,1.11907644858851,63,87.2,49,52.0,166,43.0,363,72.3,144,33.8,471,46.7,315,99.8,4,79.7,125,87.6,111,70.3
France,Marseille,Aix-Marseille University,Artificial Intelligence,Master,2.0,4100,73.5,1100,99,850,0.92,11349.0,15.0,63.7,21.0,43.2,69.5,56.3,102.4,5000.0,1.11907644858851,481,36.9,235,6.5,601+,7.9,701+,21.7,534,17.5,633,18.2,578,99.1,13,15.2,656,25.5,488=,25
France,Bordeaux,University of Bordeaux,Information Systems,PhD,4.0,4300,72.1,1000,99,850,0.92,22149.0,15.0,63.7,21.0,43.2,69.5,56.3,102.4,5000.0,1.11907644858851,535,31.3,284,5.5,601+,11.5,701+,17.6,588,27.1,517,23.3,500,92.9,120,16.7,620,20.1,530=,22.9
Germany,Munich,Technical University of Munich,Mechanical Engineering,Master,2.0,500,70.5,1100,75,550,0.92,3825.0,21.0,62.2,24.4,44.0,60.8,52.8,120.2,1715.0,0.383843221865859,28,83.0,61,98.6,17,76.8,155,75.9,133,80.4,236,98.6,64,95.6,68,34.5,365,93.1,70,83.2
Germany,Cologne,University of Cologne,Mathematics,Master,2.0,0,69.8,1200,110,900,0.92,3410.0,21.0,62.2,24.4,44.0,60.8,52.8,120.2,1715.0,0.383843221865859,285,35.2,250,30.4,310,15.7,701+,29.3,440,35.9,444,30.1,429,90.8,158,56.8,212,91.9,78=,37.2
Ghana,Accra,University of Ghana,Data Analytics,Master,2.0,4500,42.1,300,120,250,12.0,9970.0,90.0,30.9,10.2,21.0,33.9,26.9,18.4,,,851-900,11.5,601+,7.6,601+,1.9,701+,5.3,701+,4.5,701+,1.7,701+,72.8,443,95.4,51,7.6,701+,
Greece,Patras,University of Patras,Electronics,PhD,4.0,0,60.5,450,100,600,0.92,2500.0,35.0,52.0,12.9,33.2,48.4,51.3,53.0,8.0,0.0017905223177416,761-770,11.7,601+,17.1,502,2.7,701+,27.0,475,1.4,701+,4.8,701+,60.6,626,3.7,701+,44.9,338=,
Greece,Heraklion,University of Crete,Computer Science,Master,2.0,0,61.2,480,100,600,0.92,1660.0,35.0,52.0,12.9,33.2,48.4,51.3,53.0,8.0,0.0017905223177416,601-610,13.9,601+,12.7,601+,2.4,701+,58.7,208,2.3,701+,3.5,701+,57.0,663,3.6,701+,1.8,701+,
Greece,Ioannina,University of Ioannina,Information Systems,Bachelor,4.0,0,58.9,380,100,600,0.92,2220.0,35.0,52.0,12.9,33.2,48.4,51.3,53.0,8.0,0.0017905223177416,1001-1200,7.2,601+,3.8,601+,1.5,701+,19.5,561,1.7,701+,2.5,701+,61.3,612,3.6,701+,2.0,701+,
Greece,Patras,University of Patras,Computer Engineering,Master,2.0,0,60.5,450,100,600,0.92,1600.0,35.0,52.0,12.9,33.2,48.4,51.3,53.0,8.0,0.0017905223177416,761-770,11.7,601+,17.1,502,2.7,701+,27.0,475,1.4,701+,4.8,701+,60.6,626,3.7,701+,44.9,338=,
Greece,Heraklion,University of Crete,Data Analytics,Master,2.0,0,61.2,480,100,600,0.92,1660.0,35.0,52.0,12.9,33.2,48.4,51.3,53.0,8.0,0.0017905223177416,601-610,13.9,601+,12.7,601+,2.4,701+,58.7,208,2.3,701+,3.5,701+,57.0,663,3.6,701+,1.8,701+,
Hungary,Debrecen,University of Debrecen,Mechatronics,Bachelor,3.0,5800,48.9,400,140,450,350.25,19190.0,55.0,41.7,11.3,27.1,39.8,37.0,63.4,350.0,0.0783353514011956,574,17.9,505,13.9,588,34.0,464,3.9,701+,10.6,701+,70.0,209,76.7,385,21.4,537,39.5,371=,21.5
